Carrera;IdCampus;Sexo;CicloIngreso;InstitucionBach_Encoded;TieneBeca;PorcentajeBeca_Promedio;MateriasInscritas_C1;MateriasAprobadas_C1;MateriasReprobadas_C1;TasaAprobacion_C1;PromedioCiclo_C1;MateriasInscritas_C2;MateriasAprobadas_C2;MateriasReprobadas_C2;TasaAprobacion_C2;PromedioCiclo_C2;TotalMateriasInscritas_Anio1;TotalMateriasAprobadas_Anio1;TotalMateriasReprobadas_Anio1;TasaAprobacion_Anio1;PromedioGeneral_Anio1;Deserto
2024-104;1;102301;01-2024;0.15385;0;NULL;4;2;0;0.5;4.98;3;0;0;0;0;7;2;0;0.2857;2.49;1
2024-110;1;102301;01-2024;0.11765;0;NULL;4;3;0;0.75;4.73;4;2;2;0.5;7.27;8;5;2;0.625;6;0
2024-206;1;102301;01-2024;0.11515;0;NULL;3;3;0;1;8.12;3;3;0;1;8.79;6;6;0;1;8.45;0
2024-702;1;102302;01-2024;0.11925;0;NULL;4;0;2;0;1.85;4;0;4;0;2.09;8;0;6;0;1.97;1
2014-802;1;102302;01-2020;0.06329;1;50;5;5;0;1;7.92;5;5;0;1;8.68;10;10;0;1;8.3;0
2017-105;1;102302;01-2020;0.22341;0;NULL;5;4;0;0.8;6.58;4;2;2;0.5;6.32;9;6;2;0.6667;6.45;1
2017-103;1;102301;01-2020;0.09351;0;NULL;6;6;0;1;7.2;4;2;2;0.5;5.99;10;8;2;0.8;6.59;0
2018-219;1;102302;01-2020;0.05556;1;50;3;3;0;1;8.35;4;4;0;1;8.42;7;7;0;1;8.38;0
2017-101;1;102301;01-2020;0.26667;0;NULL;4;2;1;0.5;3.98;3;1;2;0.3333;5.79;7;3;3;0.4286;4.89;1
2017-105;1;102301;01-2020;0.10101;0;NULL;5;3;2;0.6;6.63;3;1;2;0.3333;4.89;8;4;4;0.5;5.76;0
2017-109;1;102301;01-2020;0.10101;0;NULL;5;3;2;0.6;6.32;4;1;2;0.25;4.06;9;4;4;0.4444;5.19;0
2016-302;1;102302;01-2020;0.10101;0;NULL;4;4;0;1;7.03;5;5;0;1;7.1;9;9;0;1;7.06;0
2016-303;1;102302;01-2020;0.10101;0;NULL;5;5;0;1;7.63;3;2;1;0.6667;6.79;8;7;1;0.875;7.21;0
2019-404;1;102301;01-2020;0.11801;0;NULL;5;3;2;0.6;6.04;2;2;0;1;7.83;7;5;2;0.7143;6.94;1
2017-109;1;102302;01-2020;0.11230;0;NULL;4;2;2;0.5;6.28;4;2;1;0.5;5.36;8;4;3;0.5;5.82;1
2019-701;1;102301;01-2020;0.14008;0;NULL;5;4;1;0.8;7.48;4;4;0;1;8.72;9;8;1;0.8889;8.1;0
2017-109;1;102301;01-2021;0.11765;0;NULL;4;4;0;1;7.63;4;2;0;0.5;3.86;8;6;0;0.75;5.75;0
2014-702;1;102301;01-2021;0.00000;0;NULL;5;2;3;0.4;5.12;2;0;1;0;0.75;7;2;4;0.2857;2.94;0
2019-414;1;102301;01-2021;0.12817;0;NULL;5;4;1;0.8;7.37;5;4;0;0.8;6.89;10;8;1;0.8;7.13;0
2014-702;1;102301;01-2021;0.26667;0;NULL;5;2;3;0.4;5.34;2;2;0;1;7.22;7;4;3;0.5714;6.28;0
2019-402;1;102301;01-2021;0.10101;0;NULL;4;2;2;0.5;6.6;4;3;0;0.75;6.39;8;5;2;0.625;6.49;0
2018-206;1;102302;01-2021;0.07778;0;NULL;4;3;0;0.75;6.87;2;0;0;0;0;6;3;0;0.5;3.43;0
2018-206;1;102301;01-2021;0.15675;0;NULL;4;4;0;1;7.72;1;1;0;1;8.55;5;5;0;1;8.14;0
2014-802;1;102302;01-2021;0.07407;0;NULL;5;5;0;1;7.74;4;3;0;0.75;5.78;9;8;0;0.8889;6.76;0
2021-202;1;102301;01-2021;0.55675;0;NULL;5;5;0;1;7.81;5;5;0;1;8.16;10;10;0;1;7.99;1
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;8.04;5;5;0;1;7.9;11;10;1;0.9091;7.97;0
2019-405;1;102302;01-2021;0.06667;0;NULL;5;5;0;1;8.33;3;1;1;0.3333;4.32;8;6;1;0.75;6.32;0
2014-802;1;102301;01-2021;0.07407;0;NULL;5;5;0;1;7.57;5;4;0;0.8;6.2;10;9;0;0.9;6.88;0
2018-206;1;102302;01-2021;0.23377;0;NULL;4;4;0;1;8.6;1;1;0;1;9.14;5;5;0;1;8.87;0
2022-702;1;102302;01-2022;0.05675;0;NULL;4;2;1;0.5;4.95;4;2;0;0.5;3.25;8;4;1;0.5;4.1;0
2019-402;1;102301;01-2022;0.25000;0;NULL;4;2;0;0.5;3.71;4;3;1;0.75;7.38;8;5;1;0.625;5.54;0
2021-414;1;102302;01-2022;0.10714;0;NULL;5;3;2;0.6;6.26;5;5;0;1;8.41;10;8;2;0.8;7.33;0
2023-404;1;102301;01-2023;0.14634;0;NULL;4;3;0;0.75;6.81;5;5;0;1;8.53;9;8;0;0.8889;7.67;0
2023-106;1;102302;01-2023;0.15873;0;NULL;4;3;0;0.75;6.43;4;2;0;0.5;3.41;8;5;0;0.625;4.92;0
2023-104;1;102301;01-2023;0.19608;0;NULL;4;2;1;0.5;4.14;3;1;2;0.3333;4.85;7;3;3;0.4286;4.49;0
2019-409;1;102302;01-2023;0.10714;0;NULL;5;5;0;1;9.33;6;6;0;1;9.16;11;11;0;1;9.24;0
2022-102;1;102301;01-2023;0.23077;0;NULL;4;2;0;0.5;3.17;3;0;0;0;0;7;2;0;0.2857;1.59;0
2022-702;1;102301;01-2023;0.14008;0;NULL;4;4;0;1;8.53;6;6;0;1;7.41;10;10;0;1;7.97;0
2023-106;1;102302;01-2023;0.25000;0;NULL;4;2;0;0.5;3.83;3;1;1;0.3333;3.12;7;3;1;0.4286;3.47;0
2022-416;1;102302;01-2023;0.02158;0;NULL;3;3;0;1;8.74;3;3;0;1;8.07;6;6;0;1;8.41;0
2018-206;1;102302;01-2023;0.08602;0;NULL;3;3;0;1;9.47;3;3;0;1;9.26;6;6;0;1;9.36;0
2023-701;1;102301;01-2023;0.05675;0;NULL;6;5;1;0.8333;7.82;4;3;0;0.75;5.87;10;8;1;0.8;6.84;0
2023-701;1;102301;01-2023;0.11801;1;100;5;3;2;0.6;7.38;3;1;1;0.3333;4.84;8;4;3;0.5;6.11;0
2023-305;1;102302;01-2023;0.10101;0;NULL;4;3;1;0.75;6.84;3;3;0;1;8.36;7;6;1;0.8571;7.6;0
2018-441;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;7.92;5;5;0;1;8.21;11;11;0;1;8.06;0
2024-103;1;102301;01-2024;0.10101;0;NULL;5;2;0;0.4;3.12;4;0;0;0;0;9;2;0;0.2222;1.56;0
2024-106;1;102301;01-2024;0.11515;0;NULL;4;2;1;0.5;3.93;2;1;0;0.5;3.21;6;3;1;0.5;3.57;1
2024-413;1;102302;01-2024;0.00000;0;NULL;5;5;0;1;8.81;5;5;0;1;8.11;10;10;0;1;8.46;0
2024-305;1;102302;01-2024;0.14634;0;NULL;5;5;0;1;8.68;5;5;0;1;8.97;10;10;0;1;8.83;0
2024-409;1;102301;01-2024;0.05128;0;NULL;5;5;0;1;8.19;5;5;0;1;8.6;10;10;0;1;8.39;0
2024-202;1;102301;01-2024;0.16176;0;NULL;5;4;1;0.8;6.22;5;2;3;0.4;4.32;10;6;4;0.6;5.27;1
2018-444;1;102301;01-2024;0.17448;0;NULL;6;6;0;1;7.99;6;6;0;1;8.25;12;12;0;1;8.12;0
2019-211;1;102302;01-2022;0.09259;0;NULL;5;5;0;1;9.17;5;5;0;1;8.7;10;10;0;1;8.94;0
2018-444;1;102301;01-2024;0.17448;0;NULL;6;6;0;1;7.54;6;6;0;1;8.14;12;12;0;1;7.84;1
2018-219;1;102302;01-2020;0.01389;0;NULL;3;3;0;1;8.89;3;3;0;1;8.88;6;6;0;1;8.88;0
2017-104;1;102302;01-2020;0.07778;1;100;4;4;0;1;8.18;5;5;0;1;8.04;9;9;0;1;8.11;0
2014-702;1;102301;01-2020;0.10101;0;NULL;5;4;1;0.8;6.57;4;2;2;0.5;4.4;9;6;3;0.6667;5.48;1
2009-441;1;102301;01-2020;0.17448;0;NULL;6;6;0;1;8.55;5;5;0;1;9.08;11;11;0;1;8.82;0
2019-404;1;102301;01-2021;0.17308;0;NULL;5;5;0;1;8.13;5;4;0;0.8;6.94;10;9;0;0.9;7.53;0
2016-301;1;102301;01-2021;0.11801;0;NULL;5;5;0;1;8.17;5;5;0;1;8.37;10;10;0;1;8.27;0
2016-302;1;102302;01-2021;0.08602;0;NULL;3;3;0;1;7.85;2;1;1;0.5;6.07;5;4;1;0.8;6.96;0
2018-206;1;102302;01-2022;0.05675;0;NULL;3;3;0;1;9.52;2;2;0;1;8.11;5;5;0;1;8.81;0
2019-211;1;102301;01-2023;0.10753;0;NULL;5;5;0;1;8.59;4;4;0;1;8.43;9;9;0;1;8.51;0
2019-209;1;102302;01-2023;0.09351;0;NULL;5;5;0;1;8.3;6;6;0;1;9.07;11;11;0;1;8.68;0
2018-444;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;8.19;5;5;0;1;8.93;11;11;0;1;8.56;0
2024-106;1;102301;01-2024;0.09351;0;NULL;4;2;0;0.5;3.16;3;1;1;0.3333;3.92;7;3;1;0.4286;3.54;0
2017-301;1;102301;01-2020;0.04545;0;NULL;4;2;2;0.5;6.05;5;5;0;1;8.58;9;7;2;0.7778;7.32;0
2017-104;1;102301;01-2020;0.07778;0;NULL;5;3;1;0.6;6.17;4;3;1;0.75;6.68;9;6;2;0.6667;6.42;0
2017-104;1;102301;01-2020;0.09524;0;NULL;5;3;2;0.6;6.38;4;1;3;0.25;6.11;9;4;5;0.4444;6.25;0
2018-206;1;102302;01-2020;0.14815;0;NULL;3;2;0;0.6667;4.98;4;4;0;1;7.63;7;6;0;0.8571;6.31;0
2018-301;1;102302;01-2020;0.05675;0;NULL;2;0;0;0;0;5;5;0;1;7.75;7;5;0;0.7143;3.87;0
2019-403;1;102301;01-2020;0.19608;0;NULL;5;4;0;0.8;5.36;4;0;0;0;0;9;4;0;0.4444;2.68;1
2019-409;1;102302;01-2020;0.11515;0;NULL;5;5;0;1;7.71;3;1;1;0.3333;4.18;8;6;1;0.75;5.95;0
2008-449;1;102302;01-2020;0.09351;0;NULL;6;6;0;1;8.55;4;4;0;1;9.48;10;10;0;1;9.01;0
2008-449;1;102302;01-2020;0.09351;0;NULL;6;6;0;1;8.98;4;4;0;1;9.73;10;10;0;1;9.35;0
2017-105;1;102301;01-2021;0.05675;0;NULL;4;2;2;0.5;7.09;4;3;0;0.75;4.98;8;5;2;0.625;6.03;0
2017-106;1;102301;01-2021;0.09351;0;NULL;5;2;3;0.4;6.08;2;0;0;0;0;7;2;3;0.2857;3.04;0
2017-104;1;102301;01-2021;0.03571;0;NULL;4;2;2;0.5;6.68;4;0;4;0;3.06;8;2;6;0.25;4.87;0
2018-219;1;102302;01-2021;0.16667;0;NULL;3;3;0;1;8.83;4;4;0;1;8.7;7;7;0;1;8.77;0
2016-301;1;102302;01-2021;0.04762;0;NULL;5;5;0;1;8.01;5;4;0;0.8;6.62;10;9;0;0.9;7.32;0
2016-303;1;102302;01-2021;0.00000;0;NULL;5;5;0;1;8.6;4;3;0;0.75;5.87;9;8;0;0.8889;7.24;0
2018-206;1;102302;01-2021;0.05675;0;NULL;3;3;0;1;8.81;2;2;0;1;9.44;5;5;0;1;9.13;0
2018-206;1;102302;01-2021;0.08511;0;NULL;3;3;0;1;7.86;2;0;1;0;2.67;5;3;1;0.6;5.26;1
2019-402;1;102301;01-2022;0.05556;0;NULL;5;4;0;0.8;6.86;4;4;0;1;8.04;9;8;0;0.8889;7.45;0
2019-409;1;102302;01-2022;0.05675;1;25;5;5;0;1;7.99;5;5;0;1;8.64;10;10;0;1;8.32;0
2018-206;1;102302;01-2022;0.08889;0;NULL;3;3;0;1;8.37;3;3;0;1;8.51;6;6;0;1;8.44;0
2019-209;1;102301;01-2022;0.02158;0;NULL;5;3;2;0.6;6.13;4;4;0;1;8.23;9;7;2;0.7778;7.18;0
2016-303;1;102302;01-2022;0.11801;0;NULL;5;5;0;1;8.93;5;4;0;0.8;6.35;10;9;0;0.9;7.64;0
2017-102;1;102301;01-2022;0.16176;0;NULL;4;2;1;0.5;4.76;4;1;2;0.25;3.51;8;3;3;0.375;4.14;0
2019-701;1;102301;01-2022;0.05675;0;NULL;5;4;0;0.8;6.06;4;3;0;0.75;5.38;9;7;0;0.7778;5.72;0
2019-209;1;102302;01-2023;0.06250;0;NULL;5;5;0;1;9.15;5;5;0;1;8.59;10;10;0;1;8.87;0
2022-109;1;102301;01-2023;0.05675;0;NULL;3;0;1;0;1.84;4;2;1;0.5;5.24;7;2;2;0.2857;3.54;0
2018-219;1;102302;01-2023;0.15385;0;NULL;3;3;0;1;9.26;4;4;0;1;9.57;7;7;0;1;9.41;0
2022-103;1;102301;01-2023;0.02158;0;NULL;5;3;1;0.6;5.57;3;3;0;1;7.65;8;6;1;0.75;6.61;0
2018-219;1;102302;01-2023;0.15385;0;NULL;3;2;1;0.6667;7.2;2;1;1;0.5;5.45;5;3;2;0.6;6.33;0
2024-104;1;102302;01-2024;0.06250;0;NULL;4;4;0;1;7.43;4;3;0;0.75;5.67;8;7;0;0.875;6.55;0
2024-105;1;102301;01-2024;0.05675;0;NULL;4;2;1;0.5;5.07;4;1;1;0.25;3.09;8;3;2;0.375;4.08;0
2024-209;1;102302;01-2024;0.11925;0;NULL;5;4;1;0.8;6.5;5;5;0;1;7.82;10;9;1;0.9;7.16;0
2024-209;1;102302;01-2024;0.06250;0;NULL;5;5;0;1;8.72;5;5;0;1;8.92;10;10;0;1;8.82;0
2024-219;1;102302;01-2024;0.14173;0;NULL;3;3;0;1;8.36;4;4;0;1;8.19;7;7;0;1;8.27;0
2024-404;1;102301;01-2024;0.00000;0;NULL;6;5;0;0.8333;7.27;5;4;1;0.8;7.29;11;9;1;0.8182;7.28;0
2024-109;1;102301;01-2024;0.09351;0;NULL;4;2;1;0.5;5.74;4;1;0;0.25;1.63;8;3;1;0.375;3.68;0
2024-219;1;102301;01-2024;0.18519;0;NULL;3;3;0;1;7.35;4;3;0;0.75;5.71;7;6;0;0.8571;6.53;0
2024-219;1;102301;01-2024;0.09351;0;NULL;2;2;0;1;8.56;4;3;0;0.75;6.07;6;5;0;0.8333;7.31;0
2024-409;1;102301;01-2024;0.14815;0;NULL;5;2;2;0.4;3.82;5;5;0;1;8.28;10;7;2;0.7;6.05;0
2024-409;1;102302;01-2024;0.16176;0;NULL;5;3;2;0.6;5.16;4;4;0;1;8.5;9;7;2;0.7778;6.83;0
2019-211;1;102301;01-2020;0.04762;0;NULL;5;5;0;1;8.56;5;5;0;1;9.03;10;10;0;1;8.8;0
2016-303;1;102301;01-2020;0.23077;0;NULL;5;5;0;1;8;5;4;1;0.8;8.01;10;9;1;0.9;8.01;0
2018-219;1;102301;01-2020;0.14634;0;NULL;3;3;0;1;8.98;3;3;0;1;9.18;6;6;0;1;9.08;0
2014-702;1;102301;01-2020;0.10101;0;NULL;5;5;0;1;7.28;5;5;0;1;8.13;10;10;0;1;7.7;0
2019-211;1;102302;01-2020;0.05675;0;NULL;5;5;0;1;8.91;4;4;0;1;9.36;9;9;0;1;9.14;0
2019-211;1;102302;01-2020;0.18175;1;50;5;5;0;1;7.88;5;5;0;1;8.94;10;10;0;1;8.41;0
2019-209;1;102302;01-2020;0.09524;0;NULL;5;5;0;1;8.18;5;5;0;1;8.88;10;10;0;1;8.53;0
2017-202;1;102301;01-2020;0.05675;0;NULL;4;2;1;0.5;5.09;4;4;0;1;8.15;8;6;1;0.75;6.62;0
2018-219;1;102302;01-2020;0.26316;0;NULL;3;3;0;1;7.87;3;3;0;1;7.71;6;6;0;1;7.79;0
2016-302;1;102301;01-2020;0.06329;0;NULL;5;5;0;1;7.47;5;5;0;1;7.38;10;10;0;1;7.43;0
2017-104;1;102301;01-2020;0.16786;0;NULL;4;4;0;1;7.85;5;4;0;0.8;5.92;9;8;0;0.8889;6.88;0
2019-209;1;102301;01-2020;0.10101;0;NULL;4;4;0;1;7.48;4;4;0;1;7.32;8;8;0;1;7.4;0
2016-413;1;102301;01-2020;0.10101;0;NULL;5;5;0;1;8.67;5;5;0;1;8.74;10;10;0;1;8.71;0
2019-401;1;102301;01-2020;0.23377;0;NULL;5;2;3;0.4;4.49;3;1;2;0.3333;3.1;8;3;5;0.375;3.8;0
2017-106;1;102301;01-2020;0.10000;0;NULL;4;2;2;0.5;5.21;3;1;2;0.3333;5.07;7;3;4;0.4286;5.14;0
2016-202;1;102302;01-2020;0.05769;0;NULL;5;5;0;1;8.14;3;3;0;1;8.44;8;8;0;1;8.29;0
2016-202;1;102302;01-2020;0.09524;0;NULL;4;4;0;1;7.87;5;5;0;1;7.8;9;9;0;1;7.84;0
2009-441;1;102301;01-2020;0.17448;0;NULL;6;6;0;1;8.05;5;5;0;1;8.42;11;11;0;1;8.24;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.94;5;5;0;1;8.84;12;12;0;1;8.89;0
2018-219;1;102302;01-2021;0.04202;0;NULL;3;2;1;0.6667;6.84;2;1;1;0.5;6.41;5;3;2;0.6;6.63;0
2014-702;1;102301;01-2021;0.06897;0;NULL;5;4;0;0.8;6.6;5;3;0;0.6;6.13;10;7;0;0.7;6.36;0
2021-413;1;102302;01-2021;0.04202;0;NULL;5;5;0;1;8.38;5;5;0;1;8.92;10;10;0;1;8.65;0
2016-302;1;102302;01-2021;0.08511;0;NULL;5;5;0;1;8.59;4;3;0;0.75;6.49;9;8;0;0.8889;7.54;0
2017-104;1;102301;03-2021;0.22727;0;NULL;4;4;0;1;8.9;4;3;0;0.75;5.69;8;7;0;0.875;7.3;0
2017-109;1;102302;01-2021;0.04000;0;NULL;5;5;0;1;7.8;5;5;0;1;7.19;10;10;0;1;7.5;0
2017-104;1;102301;01-2021;0.07778;0;NULL;4;2;2;0.5;5.03;3;2;1;0.6667;6.01;7;4;3;0.5714;5.52;0
2016-413;1;102302;01-2021;0.07778;0;NULL;6;6;0;1;8.05;3;3;0;1;7.65;9;9;0;1;7.85;0
2017-108;1;102301;01-2021;0.17448;0;NULL;4;2;2;0.5;6.54;3;1;1;0.3333;4.17;7;3;3;0.4286;5.35;0
2019-209;1;102302;01-2021;0.22727;0;NULL;5;4;1;0.8;6.29;3;1;2;0.3333;4.31;8;5;3;0.625;5.3;1
2019-211;1;102301;01-2021;0.20000;0;NULL;5;0;2;0;1.31;3;1;2;0.3333;4.53;8;1;4;0.125;2.92;1
2018-206;1;102302;01-2021;0.04202;0;NULL;4;4;0;1;8.63;1;1;0;1;9.48;5;5;0;1;9.05;0
2019-701;1;102301;01-2021;0.09351;0;NULL;5;3;1;0.6;6.28;3;2;0;0.6667;4.91;8;5;1;0.625;5.59;0
2019-209;1;102302;01-2021;0.14634;0;NULL;5;5;0;1;8.27;5;4;1;0.8;7.67;10;9;1;0.9;7.97;0
2018-206;1;102302;01-2021;0.04202;0;NULL;3;3;0;1;8.49;2;2;0;1;9.69;5;5;0;1;9.09;0
2017-102;1;102301;01-2021;0.05675;0;NULL;4;3;1;0.75;6.98;5;3;0;0.6;4.5;9;6;1;0.6667;5.74;0
2019-403;1;102301;01-2021;0.03571;0;NULL;4;2;2;0.5;5.36;4;3;0;0.75;5.79;8;5;2;0.625;5.58;0
2019-209;1;102301;01-2021;0.14173;0;NULL;5;5;0;1;7.59;5;5;0;1;8.1;10;10;0;1;7.84;0
2020-617;1;102301;01-2021;0.31818;0;NULL;4;3;1;0.75;7.98;2;0;2;0;3.35;6;3;3;0.5;5.66;1
2019-405;1;102301;01-2022;0.05063;0;NULL;5;2;2;0.4;4.31;4;3;0;0.75;5.04;9;5;2;0.5556;4.68;0
2019-409;1;102302;01-2022;0.08511;0;NULL;5;5;0;1;8.33;5;5;0;1;8.25;10;10;0;1;8.29;0
2017-103;1;102301;01-2022;0.09351;1;50;5;3;2;0.6;6.5;2;2;0;1;5.98;7;5;2;0.7143;6.24;0
2017-108;1;102301;01-2022;0.17448;1;100;5;5;0;1;8.4;4;2;2;0.5;6.93;9;7;2;0.7778;7.66;0
2018-219;1;102302;01-2022;0.09259;0;NULL;3;3;0;1;8.72;4;4;0;1;8.6;7;7;0;1;8.66;0
2019-409;1;102302;01-2022;0.10101;0;NULL;5;4;1;0.8;7.12;3;3;0;1;7.49;8;7;1;0.875;7.31;0
2018-206;1;102302;01-2022;0.22727;0;NULL;3;3;0;1;8.04;2;2;0;1;7.03;5;5;0;1;7.53;0
2019-404;1;102301;01-2022;0.11801;0;NULL;7;5;1;0.7143;6.79;5;3;1;0.6;5.97;12;8;2;0.6667;6.38;0
2021-202;1;102302;01-2022;0.07407;0;NULL;5;5;0;1;7.98;5;5;0;1;8.46;10;10;0;1;8.22;0
2018-206;1;102302;01-2022;0.08602;1;100;3;3;0;1;8.27;2;2;0;1;7.27;5;5;0;1;7.77;0
2017-105;1;102301;01-2022;0.06329;0;NULL;4;3;0;0.75;6.29;4;1;1;0.25;2.87;8;4;1;0.5;4.58;0
2017-106;1;102302;01-2022;0.00000;1;75;5;4;0;0.8;5.86;4;1;3;0.25;5.48;9;5;3;0.5556;5.67;0
2018-206;1;102301;01-2022;0.11801;0;NULL;3;2;1;0.6667;6.09;3;0;3;0;4.72;6;2;4;0.3333;5.41;1
2019-701;1;102301;01-2022;0.05675;0;NULL;6;5;0;0.8333;6.63;5;4;0;0.8;6.18;11;9;0;0.8182;6.41;0
2018-219;1;102302;01-2022;0.01389;0;NULL;3;3;0;1;8.98;4;4;0;1;7.12;7;7;0;1;8.05;0
2017-106;1;102301;01-2022;0.11111;0;NULL;4;0;4;0;2.86;3;1;2;0.3333;5.46;7;1;6;0.1429;4.16;0
2022-802;1;102302;01-2022;0.14815;0;NULL;5;4;0;0.8;5.57;4;4;0;1;7.89;9;8;0;0.8889;6.73;1
2018-206;1;102302;01-2022;0.11515;0;NULL;3;2;1;0.6667;5.73;3;1;2;0.3333;5.16;6;3;3;0.5;5.45;0
2021-413;1;102301;01-2022;0.11801;0;NULL;4;2;2;0.5;4.52;4;4;0;1;7.98;8;6;2;0.75;6.25;0
2018-444;1;102301;01-2022;0.17448;0;NULL;6;6;0;1;8.73;5;5;0;1;8.18;11;11;0;1;8.45;0
2019-209;1;102302;01-2023;0.08511;0;NULL;5;5;0;1;7.95;5;5;0;1;8.34;10;10;0;1;8.15;0
2022-105;1;102302;01-2023;0.01389;0;NULL;4;3;0;0.75;5.66;4;3;0;0.75;5.52;8;6;0;0.75;5.59;0
2019-209;1;102302;01-2023;0.11801;0;NULL;5;5;0;1;8.63;5;5;0;1;8.43;10;10;0;1;8.53;0
2019-209;1;102302;01-2023;0.05769;0;NULL;5;5;0;1;8.03;5;5;0;1;8.24;10;10;0;1;8.14;0
2018-206;1;102302;01-2023;0.23377;0;NULL;3;3;0;1;9.14;3;3;0;1;9.5;6;6;0;1;9.32;0
2023-301;1;102302;01-2023;0.20000;0;NULL;4;4;0;1;7.98;4;3;0;0.75;5.97;8;7;0;0.875;6.98;0
2018-206;1;102302;01-2023;0.16176;0;NULL;3;3;0;1;9.63;3;3;0;1;8.7;6;6;0;1;9.17;0
2023-305;1;102301;01-2023;0.07692;0;NULL;5;2;3;0.4;5.3;3;1;0;0.3333;2.49;8;3;3;0.375;3.89;0
2023-301;1;102302;01-2023;0.23377;0;NULL;4;3;0;0.75;5.19;3;3;0;1;8.93;7;6;0;0.8571;7.06;0
2023-305;1;102302;01-2023;0.06667;0;NULL;4;4;0;1;7.67;4;4;0;1;8.28;8;8;0;1;7.98;0
2018-206;1;102302;01-2023;0.01389;1;50;3;3;0;1;8.33;3;3;0;1;9.08;6;6;0;1;8.7;0
2019-209;1;102302;01-2023;0.09259;0;NULL;6;6;0;1;8.76;5;5;0;1;8.22;11;11;0;1;8.49;0
2018-219;1;102302;01-2023;0.05128;0;NULL;3;3;0;1;9.14;4;4;0;1;9.04;7;7;0;1;9.09;0
2018-206;1;102302;01-2023;0.05675;0;NULL;3;3;0;1;7.79;2;2;0;1;7.02;5;5;0;1;7.4;0
2023-404;1;102301;01-2023;0.22727;0;NULL;5;4;0;0.8;6.39;4;4;0;1;7.55;9;8;0;0.8889;6.97;1
2021-202;1;102302;01-2023;0.05675;0;NULL;5;3;1;0.6;5.49;4;2;2;0.5;5.02;9;5;3;0.5556;5.26;0
2023-301;1;102302;01-2023;0.23077;1;100;5;5;0;1;8;5;3;2;0.6;5.85;10;8;2;0.8;6.93;1
2024-404;1;102302;01-2024;0.05675;0;NULL;5;4;0;0.8;6.69;4;4;0;1;8.3;9;8;0;0.8889;7.49;0
2024-404;1;102302;01-2024;0.05675;0;NULL;6;5;0;0.8333;7.19;4;4;0;1;7.71;10;9;0;0.9;7.45;0
2024-111;1;102302;01-2024;0.22341;0;NULL;4;1;2;0.25;4.47;4;0;4;0;0.13;8;1;6;0.125;2.3;1
2024-111;1;102302;01-2024;0.04762;0;NULL;4;2;1;0.5;6.3;5;5;0;1;7.74;9;7;1;0.7778;7.02;0
2024-104;1;102301;01-2024;0.07778;0;NULL;4;0;3;0;1.04;3;1;1;0.3333;3.85;7;1;4;0.1429;2.44;0
2024-106;1;102301;01-2024;0.17448;0;NULL;4;2;0;0.5;4.03;3;1;2;0.3333;4.7;7;3;2;0.4286;4.36;0
2024-106;1;102302;01-2024;0.02158;0;NULL;4;3;1;0.75;7.29;3;3;0;1;7.05;7;6;1;0.8571;7.17;0
2024-110;1;102301;01-2024;0.09351;0;NULL;5;5;0;1;8.26;4;3;0;0.75;5.77;9;8;0;0.8889;7.02;0
2024-105;1;102301;01-2024;0.24425;0;NULL;5;2;1;0.4;4.56;4;1;1;0.25;3.06;9;3;2;0.3333;3.81;1
2024-111;1;102301;01-2024;0.04000;0;NULL;4;2;2;0.5;5.58;2;0;1;0;2.69;6;2;3;0.3333;4.14;1
2024-219;1;102302;01-2024;0.05675;0;NULL;3;3;0;1;8.77;4;4;0;1;8.87;7;7;0;1;8.82;0
2024-301;1;102301;01-2024;0.10256;0;NULL;4;4;0;1;8.94;4;4;0;1;8.24;8;8;0;1;8.59;0
2024-206;1;102302;01-2024;0.04762;0;NULL;2;2;0;1;9.13;3;3;0;1;9.34;5;5;0;1;9.23;0
2024-305;1;102302;01-2024;0.11515;0;NULL;4;4;0;1;7.91;4;2;0;0.5;4.3;8;6;0;0.75;6.1;0
2024-106;1;102302;01-2024;0.55675;0;NULL;4;2;1;0.5;4.63;4;0;0;0;0;8;2;1;0.25;2.32;1
2024-209;1;102302;01-2024;0.09091;0;NULL;3;3;0;1;8.56;5;5;0;1;8.71;8;8;0;1;8.64;0
2024-301;1;102302;01-2024;0.16176;0;NULL;5;3;2;0.6;5.56;3;3;0;1;8.36;8;6;2;0.75;6.96;0
2024-105;1;102302;01-2024;0.19608;0;NULL;3;2;1;0.6667;6.74;2;0;0;0;0;5;2;1;0.4;3.37;1
2024-209;1;102302;01-2024;0.05675;0;NULL;5;5;0;1;8.56;5;5;0;1;8.66;10;10;0;1;8.61;0
2024-104;1;102301;01-2024;0.07407;0;NULL;5;2;2;0.4;4.63;4;3;0;0.75;7.11;9;5;2;0.5556;5.87;0
2024-103;1;102301;01-2024;0.05556;0;NULL;4;2;0;0.5;3.8;4;0;2;0;1.37;8;2;2;0.25;2.58;0
2024-305;1;102302;01-2024;0.05675;0;NULL;3;3;0;1;7.56;3;3;0;1;9.08;6;6;0;1;8.32;0
2024-202;1;102302;01-2024;0.08889;0;NULL;5;5;0;1;8.88;5;5;0;1;8.09;10;10;0;1;8.49;0
